"","PathwayName","EnsemblId"
"5415","G Protein Signaling Pathways","ENSG00000166501"
"5420","G Protein Signaling Pathways","ENSG00000067560"
"5424","G Protein Signaling Pathways","ENSG00000072062"
"5425","G Protein Signaling Pathways","ENSG00000142875"
"5426","G Protein Signaling Pathways","ENSG00000165059"
"5430","G Protein Signaling Pathways","ENSG00000111664"
"5433","G Protein Signaling Pathways","ENSG00000198668"
"5434","G Protein Signaling Pathways","ENSG00000154229"
"5448","Ganglio Sphingolipid Metabolism","ENSG00000235863"
"5450","Ganglio Sphingolipid Metabolism","ENSG00000160408"
"5451","Ganglio Sphingolipid Metabolism","ENSG00000169359"
"5452","Ganglio Sphingolipid Metabolism","ENSG00000160408"
"5454","Ganglio Sphingolipid Metabolism","ENSG00000169359"
"5455","Ganglio Sphingolipid Metabolism","ENSG00000160408"
"5456","Ganglio Sphingolipid Metabolism","ENSG00000174951"
"5457","Ganglio Sphingolipid Metabolism","ENSG00000101638"
"5458","Ganglio Sphingolipid Metabolism","ENSG00000184389"
"5459","Ganglio Sphingolipid Metabolism","ENSG00000157350"
"5460","Ganglio Sphingolipid Metabolism","ENSG00000115525"
"5461","Ganglio Sphingolipid Metabolism","ENSG00000235863"
"5462","Ganglio Sphingolipid Metabolism","ENSG00000160408"
"5463","Ganglio Sphingolipid Metabolism","ENSG00000101638"
"5464","Ganglio Sphingolipid Metabolism","ENSG00000101638"
"5468","Ganglio Sphingolipid Metabolism","ENSG00000008513"
"5469","Ganglio Sphingolipid Metabolism","ENSG00000101638"
"5471","Ganglio Sphingolipid Metabolism","ENSG00000172318"
"5472","Ganglio Sphingolipid Metabolism","ENSG00000008513"
"5473","Ganglio Sphingolipid Metabolism","ENSG00000115525"
"5474","Ganglio Sphingolipid Metabolism","ENSG00000008513"
"5475","Ganglio Sphingolipid Metabolism","ENSG00000111728"
"5476","Ganglio Sphingolipid Metabolism","ENSG00000235863"
"5477","Ganglio Sphingolipid Metabolism","ENSG00000111728"
"5478","Ganglio Sphingolipid Metabolism","ENSG00000174951"
"5479","Ganglio Sphingolipid Metabolism","ENSG00000111728"
"5480","Ganglio Sphingolipid Metabolism","ENSG00000235863"
"5481","Ganglio Sphingolipid Metabolism","ENSG00000235863"
"5482","Ganglio Sphingolipid Metabolism","ENSG00000157350"
"5483","Ganglio Sphingolipid Metabolism","ENSG00000101638"
"5484","Ganglio Sphingolipid Metabolism","ENSG00000160408"
"5485","Ganglio Sphingolipid Metabolism","ENSG00000008513"
"5487","Ganglio Sphingolipid Metabolism","ENSG00000157350"
"5489","Ganglio Sphingolipid Metabolism","ENSG00000157350"
"5490","Ganglio Sphingolipid Metabolism","ENSG00000101638"
"5493","Gastric acid production","ENSG00000187094"
"5498","Gastric Cancer Network 1","ENSG00000148400"
"5500","Gastric Cancer Network 1","ENSG00000087586"
"5503","Gastric Cancer Network 1","ENSG00000133101"
"5507","Gastric Cancer Network 1","ENSG00000163041"
"5509","Gastric Cancer Network 1","ENSG00000197837"
"5511","Gastric Cancer Network 1","ENSG00000134982"
"5513","Gastric Cancer Network 1","ENSG00000011275"
"5518","Gastric Cancer Network 1",""
"5530","Gastric Cancer Network 2","ENSG00000145287"
"5531","Gastric Cancer Network 2","ENSG00000141510"
"5537","Gastric Cancer Network 2","ENSG00000152942"
"5542","Gastric Cancer Network 2","ENSG00000143815"
"5543","Gastric Cancer Network 2","ENSG00000068308"
"5547","Gastric Cancer Network 2","ENSG00000168036"
"5551","Gastric Cancer Network 2","ENSG00000136997"
"5555","Gastric Cancer Network 2","ENSG00000146648"
"5556","Gene regulatory network modelling somitogenesis ","ENSG00000107831"
"5557","Gene regulatory network modelling somitogenesis ","ENSG00000149922"
"5558","Gene regulatory network modelling somitogenesis ","ENSG00000203877"
"5559","Gene regulatory network modelling somitogenesis ","ENSG00000188095"
"5560","Gene regulatory network modelling somitogenesis ","ENSG00000116106"
"5561","Gene regulatory network modelling somitogenesis ","ENSG00000179111"
"5562","Gene regulatory network modelling somitogenesis ","ENSG00000114315"
"5563","Gene regulatory network modelling somitogenesis ","ENSG00000148400"
"5564","Gene regulatory network modelling somitogenesis ","ENSG00000106003"
"5565","Gene regulatory network modelling somitogenesis ","ENSG00000148400"
"5566","Gene regulatory network modelling somitogenesis ","ENSG00000198719"
"5567","Gene regulatory network modelling somitogenesis ","ENSG00000154342"
"5568","Gene regulatory network modelling somitogenesis ","ENSG00000148400"
"5569","Gene regulatory network modelling somitogenesis ","ENSG00000198719"
"5570","Gene regulatory network modelling somitogenesis ","ENSG00000154342"
"5571","Gene regulatory network modelling somitogenesis ","ENSG00000107831"
"5572","Gene regulatory network modelling somitogenesis ","ENSG00000107831"
"5573","Glial Cell Differentiation","ENSG00000172020"
"5574","Glial Cell Differentiation","ENSG00000197971"
"5575","Glial Cell Differentiation","ENSG00000123560"
"5576","Glial Cell Differentiation","ENSG00000105695"
"5577","Glial Cell Differentiation","ENSG00000173786"
"5578","Glial Cell Differentiation","ENSG00000171368"
"5579","Glial Cell Differentiation","ENSG00000207604"
"5580","Glial Cell Differentiation","ENSG00000147065"
"5581","Globo Sphingolipid Metabolism","ENSG00000128274"
"5582","Globo Sphingolipid Metabolism","ENSG00000128274"
"5583","Globo Sphingolipid Metabolism","ENSG00000184389"
"5584","Globo Sphingolipid Metabolism","ENSG00000184389"
"5585","Globo Sphingolipid Metabolism","ENSG00000183778"
"5586","Globo Sphingolipid Metabolism","ENSG00000157350"
"5587","Globo Sphingolipid Metabolism","ENSG00000111728"
"5588","Globo Sphingolipid Metabolism","ENSG00000172461"
"5589","Globo Sphingolipid Metabolism","ENSG00000143641"
"5590","Globo Sphingolipid Metabolism","ENSG00000174951"
"5591","Globo Sphingolipid Metabolism","ENSG00000070526"
"5592","Globo Sphingolipid Metabolism","ENSG00000144057"
"5593","Globo Sphingolipid Metabolism","ENSG00000176920"
"5594","Globo Sphingolipid Metabolism","ENSG00000008513"
"5595","Globo Sphingolipid Metabolism","ENSG00000187210"
"5596","Globo Sphingolipid Metabolism","ENSG00000070731"
"5597","Globo Sphingolipid Metabolism","ENSG00000184005"
"5598","Globo Sphingolipid Metabolism","ENSG00000136840"
"5599","Globo Sphingolipid Metabolism","ENSG00000117069"
"5600","Globo Sphingolipid Metabolism","ENSG00000160408"
"5601","Globo Sphingolipid Metabolism","ENSG00000073849"
"5602","Globo Sphingolipid Metabolism","ENSG00000175164"
"5603","Globo Sphingolipid Metabolism","ENSG00000175164"
"5605","Glucocorticoid & Mineralcorticoid Metabolism","ENSG00000179142"
"5607","Glucocorticoid & Mineralcorticoid Metabolism","ENSG00000148795"
"5610","Glucocorticoid & Mineralcorticoid Metabolism","ENSG00000148795"
"5611","Glucocorticoid & Mineralcorticoid Metabolism","ENSG00000140459"
"5614","Glucose Homeostasis","ENSG00000254647"
"5615","Glucuronidation","ENSG00000013375"
"5616","Glucuronidation","ENSG00000169299"
"5617","Glucuronidation","ENSG00000079739"
"5618","Glucuronidation","ENSG00000154330"
"5619","Glucuronidation","ENSG00000109814"
"5620","Glucuronidation","ENSG00000169764"
"5621","Glucuronidation","ENSG00000156515"
"5622","Glucuronidation","ENSG00000197888"
"5623","Glucuronidation","ENSG00000244474"
"5625","Glucuronidation","ENSG00000135220"
"5626","Glucuronidation","ENSG00000167165"
"5627","Glucuronidation","ENSG00000196620"
"5628","Glucuronidation","ENSG00000156096"
"5632","Glucuronidation","ENSG00000173610"
"5633","Glucuronidation","ENSG00000241635"
"5634","Glucuronidation","ENSG00000241119"
"5635","Glucuronidation","ENSG00000135226"
"5637","Glucuronidation","ENSG00000171234"
"5638","Glucuronidation","ENSG00000213759"
"5639","Glucuronidation","ENSG00000243135"
"5640","Glucuronidation","ENSG00000244122"
"5641","Glutathione metabolism","ENSG00000166825"
"5642","Glutathione metabolism","ENSG00000100031"
"5643","Glutathione metabolism","ENSG00000211445"
"5644","Glutathione metabolism","ENSG00000160211"
"5645","Glutathione metabolism","ENSG00000138413"
"5646","Glutathione metabolism","ENSG00000104687"
"5647","Glutathione metabolism","ENSG00000100983"
"5648","Glutathione metabolism","ENSG00000001084"
"5649","Glutathione metabolism","ENSG00000100031"
"5650","Glutathione metabolism","ENSG00000166825"
"5652","Glutathione metabolism","ENSG00000100031"
"5653","Glutathione metabolism","ENSG00000233276"
"5654","Glutathione metabolism","ENSG00000176153"
"5655","Glutathione metabolism","ENSG00000167468"
"5656","Glutathione metabolism","ENSG00000182793"
"5657","Glutathione metabolism","ENSG00000243955"
"5658","Glutathione metabolism","ENSG00000134184"
"5659","Glutathione metabolism","ENSG00000277656"
"5660","Glutathione metabolism","ENSG00000099984"
"5661","Glutathione metabolism","ENSG00000213366"
"5664","Glutathione metabolism","ENSG00000023909"
"5666","Glycogen Metabolism","ENSG00000082701"
"5668","Glycogen Metabolism","ENSG00000104812"
"5669","Glycogen Metabolism","ENSG00000111713"
"5674","Glycogen Metabolism","ENSG00000079739"
"5675","Glycogen Metabolism","ENSG00000169764"
"5676","Glycogen Metabolism","ENSG00000169764"
"5680","Glycogen Metabolism","ENSG00000044446"
"5684","Glycogen Metabolism","ENSG00000143933"
"5685","Glycogen Metabolism","ENSG00000105723"
"5686","Glycogen Metabolism","ENSG00000104695"
"5687","Glycogen Metabolism","ENSG00000068971"
"5688","Glycogen Metabolism","ENSG00000112640"
"5689","Glycogen Metabolism","ENSG00000066027"
"5690","Glycogen Metabolism","ENSG00000154001"
"5691","Glycogen Metabolism","ENSG00000078304"
"5692","Glycogen Metabolism","ENSG00000105568"
"5694","Glycogen Metabolism","ENSG00000156475"
"5695","Glycogen Metabolism","ENSG00000074211"
"5696","Glycogen Metabolism","ENSG00000073711"
"5698","Glycogen Metabolism","ENSG00000113575"
"5699","Glycogen Metabolism","ENSG00000119383"
"5700","Glycogen Metabolism","ENSG00000198668"
"5701","Glycogen Metabolism","ENSG00000160014"
"5702","Glycogen Metabolism","ENSG00000137713"
"5703","Glycolysis and Gluconeogenesis","ENSG00000150768"
"5704","Glycolysis and Gluconeogenesis","ENSG00000014641"
"5705","Glycolysis and Gluconeogenesis","ENSG00000163581"
"5708","Glycolysis and Gluconeogenesis","ENSG00000131482"
"5709","Glycolysis and Gluconeogenesis","ENSG00000142583"
"5710","Glycolysis and Gluconeogenesis","ENSG00000110435"
"5711","Glycolysis and Gluconeogenesis","ENSG00000149925"
"5712","Glycolysis and Gluconeogenesis","ENSG00000120053"
"5713","Glycolysis and Gluconeogenesis","ENSG00000124253"
"5714","Glycolysis and Gluconeogenesis","ENSG00000131828"
"5716","Glycolysis and Gluconeogenesis","ENSG00000173599"
"5717","Glycolysis and Gluconeogenesis","ENSG00000102144"
"5723","Glycolysis and Gluconeogenesis","ENSG00000125166"
"5724","Glycolysis and Gluconeogenesis","ENSG00000170950"
"5725","Glycolysis and Gluconeogenesis","ENSG00000091140"
"5726","Glycolysis and Gluconeogenesis","ENSG00000136872"
"5727","Glycolysis and Gluconeogenesis","ENSG00000181856"
"5728","Glycolysis and Gluconeogenesis","ENSG00000146701"
"5729","Glycolysis and Gluconeogenesis","ENSG00000111669"
"5730","Glycolysis and Gluconeogenesis","ENSG00000059804"
"5731","Glycolysis and Gluconeogenesis","ENSG00000105220"
"5732","Glycolysis and Gluconeogenesis","ENSG00000117394"
"5733","Glycolysis and Gluconeogenesis","ENSG00000156515"
"5734","Glycolysis and Gluconeogenesis","ENSG00000106633"
"5739","Glycolysis and Gluconeogenesis","ENSG00000067057"
"5741","Glycolysis and Gluconeogenesis","ENSG00000111640"
"5742","Glycolysis and Gluconeogenesis","ENSG00000171314"
"5744","Glycolysis and Gluconeogenesis","ENSG00000067225"
"5746","Glycolysis and Gluconeogenesis","ENSG00000067225"
"5748","Glycolysis and Gluconeogenesis","ENSG00000134333"
"5753","GPCRs, Class A Rhodopsin-like","ENSG00000168539"
"5754","GPCRs, Class A Rhodopsin-like","ENSG00000181072"
"5758","GPCRs, Class A Rhodopsin-like","ENSG00000170214"
"5759","GPCRs, Class A Rhodopsin-like","ENSG00000120907"
"5764","GPCRs, Class A Rhodopsin-like","ENSG00000043591"
"5767","GPCRs, Class A Rhodopsin-like","ENSG00000184845"
"5769","GPCRs, Class A Rhodopsin-like","ENSG00000149295"
"5771","GPCRs, Class A Rhodopsin-like","ENSG00000069696"
"5779","GPCRs, Class A Rhodopsin-like","ENSG00000178394"
"5781","GPCRs, Class A Rhodopsin-like","ENSG00000147246"
"5782","GPCRs, Class A Rhodopsin-like","ENSG00000102468"
"5787","GPCRs, Class A Rhodopsin-like","ENSG00000144891"
"5794","GPCRs, Class A Rhodopsin-like","ENSG00000171860"
"5800","GPCRs, Class A Rhodopsin-like","ENSG00000163464"
"5801","GPCRs, Class A Rhodopsin-like","ENSG00000180871"
"5802","GPCRs, Class A Rhodopsin-like","ENSG00000163823"
"5803","GPCRs, Class A Rhodopsin-like","ENSG00000121807"
"5804","GPCRs, Class A Rhodopsin-like","ENSG00000183625"
"5805","GPCRs, Class A Rhodopsin-like","ENSG00000183813"
"5807","GPCRs, Class A Rhodopsin-like","ENSG00000112486"
"5808","GPCRs, Class A Rhodopsin-like","ENSG00000179934"
"5809","GPCRs, Class A Rhodopsin-like","ENSG00000173585"
"5812","GPCRs, Class A Rhodopsin-like","ENSG00000186810"
"5813","GPCRs, Class A Rhodopsin-like","ENSG00000121966"
"5814","GPCRs, Class A Rhodopsin-like","ENSG00000160683"
"5815","GPCRs, Class A Rhodopsin-like","ENSG00000168329"
"5817","GPCRs, Class A Rhodopsin-like","ENSG00000110148"
"5818","GPCRs, Class A Rhodopsin-like","ENSG00000184451"
"5820","GPCRs, Class A Rhodopsin-like","ENSG00000126353"
"5821","GPCRs, Class A Rhodopsin-like","ENSG00000173578"
"5822","GPCRs, Class A Rhodopsin-like","ENSG00000151617"
"5823","GPCRs, Class A Rhodopsin-like","ENSG00000136160"
"5829","GPCRs, Class A Rhodopsin-like","ENSG00000164128"
"5838","GPCRs, Class A Rhodopsin-like","ENSG00000082556"
"5841","GPCRs, Class A Rhodopsin-like","ENSG00000139874"
"5842","GPCRs, Class A Rhodopsin-like","ENSG00000180616"
"5846","GPCRs, Class A Rhodopsin-like","ENSG00000181104"
"5871","GPCRs, Class A Rhodopsin-like","ENSG00000163914"
"5879","GPCRs, Class A Rhodopsin-like","ENSG00000185385"
"5895","GPCRs, Class A Rhodopsin-like",""
"5898","GPCRs, Class A Rhodopsin-like",""
"5936","GPCRs, Class A Rhodopsin-like","ENSG00000160013"
"5940","GPCRs, Class A Rhodopsin-like","ENSG00000102195"
"5965","GPCRs, Class A Rhodopsin-like","ENSG00000213903"
"5966","GPCRs, Class A Rhodopsin-like","ENSG00000184574"
"5969","GPCRs, Class A Rhodopsin-like","ENSG00000147145"
"5970","GPCRs, Class A Rhodopsin-like","ENSG00000139679"
"5975","GPCRs, Class A Rhodopsin-like","ENSG00000118432"
"5998","GPCRs, Class A Rhodopsin-like","ENSG00000152207"
"6000","GPCRs, Class A Rhodopsin-like",""
"6001","GPCRs, Class A Rhodopsin-like","ENSG00000126266"
"6015","GPCRs, Class B Secretin-like","ENSG00000064989"
"6016","GPCRs, Class B Secretin-like","ENSG00000120088"
"6038","GPCRs, Class C Metabotropic glutamate, pheromone","ENSG00000152822"
"6039","GPCRs, Class C Metabotropic glutamate, pheromone","ENSG00000168959"
"6071","GPCRs, Other",""
"6074","GPCRs, Other","ENSG00000181104"
"6081","GPCRs, Other","ENSG00000102468"
"6082","GPCRs, Other","ENSG00000180871"
"6083","GPCRs, Other","ENSG00000163464"
"6084","GPCRs, Other","ENSG00000185385"
"6098","GPCRs, Other",""
"6102","GPCRs, Other",""
"6103","GPCRs, Other",""
"6104","GPCRs, Other",""
"6108","GPCRs, Other",""
"6109","GPCRs, Other","ENSG00000170688"
"6110","GPCRs, Other","ENSG00000180068"
"6114","GPCRs, Other","ENSG00000228960"
"6118","GPCRs, Other",""
"6119","GPCRs, Other",""
"6126","GPCRs, Other","ENSG00000143126"
"6128","GPCRs, Other",""
"6132","GPCRs, Other",""
"6133","GPCRs, Other","ENSG00000118432"
"6135","GPCRs, Other","ENSG00000181072"
"6136","GPCRs, Other","ENSG00000110148"
"6137","GPCRs, Other","ENSG00000186810"
"6141","GPCRs, Other","ENSG00000152822"
"6143","GPCRs, Other","ENSG00000069696"
"6146","GPCRs, Other","ENSG00000151617"
"6155","GPCRs, Other","ENSG00000180616"
"6157","GPR40 Pathway","ENSG00000126266"
"6158","GPR40 Pathway","ENSG00000124181"
"6159","GPR40 Pathway","ENSG00000197943"
"6160","GPR40 Pathway","ENSG00000138193"
"6161","GPR40 Pathway","ENSG00000182621"
"6162","GPR40 Pathway","ENSG00000137841"
"6163","GPR40 Pathway","ENSG00000187091"
"6164","GPR40 Pathway","ENSG00000139151"
"6165","GPR40 Pathway","ENSG00000149782"
"6166","GPR40 Pathway","ENSG00000114805"
"6167","GPR40 Pathway","ENSG00000115896"
"6168","GPR40 Pathway","ENSG00000161714"
"6169","GPR40 Pathway","ENSG00000088256"
"6170","GPR40 Pathway","ENSG00000096433"
"6171","GPR40 Pathway","ENSG00000008710"
"6172","Heart Development","ENSG00000135547"
"6173","Heart Development","ENSG00000150630"
"6174","Heart Development","ENSG00000100030"
"6175","Heart Development","ENSG00000170365"
"6176","Heart Development","ENSG00000107831"
"6177","Heart Development","ENSG00000160973"
"6178","Heart Development","ENSG00000136574"
"6179","Heart Development","ENSG00000168036"
"6180","Heart Development","ENSG00000183072"
"6181","Heart Development","ENSG00000065361"
"6182","Heart Development","ENSG00000113430"
"6183","Heart Development","ENSG00000179295"
"6184","Heart Development","ENSG00000089225"
"6185","Heart Development","ENSG00000148400"
"6186","Heart Development","ENSG00000183072"
"6187","Heart Development","ENSG00000204217"
"6188","Heart Development","ENSG00000164532"
"6189","Heart Development","ENSG00000134107"
"6190","Heart Development","ENSG00000081189"
"6191","Heart Development","ENSG00000115593"
"6192","Heart Development","ENSG00000125845"
"6193","Heart Development","ENSG00000081189"
"6194","Heart Development","ENSG00000183072"
"6195","Heart Development","ENSG00000054598"
"6196","Heart Development","ENSG00000089225"
"6198","Heart Development","ENSG00000183072"
"6199","Heart Development","ENSG00000276365"
"6200","Heart Development","ENSG00000176692"
"6201","Heart Development","ENSG00000164683"
"6202","Heart Development","ENSG00000199017"
"6203","Heart Development","ENSG00000136574"
"6204","Heart Development","ENSG00000100968"
"6205","Heart Development","ENSG00000016082"
"6206","Heart Development","ENSG00000208035"
"6207","Heart Development","ENSG00000131196"
"6209","Heart Development","ENSG00000112715"
"6210","Heart Development","ENSG00000148400"
"6211","Heart Development","ENSG00000136574"
"6212","Heart Development","ENSG00000107779"
"6213","Heart Development","ENSG00000164690"
"6214","Heart Development","ENSG00000173511"
"6215","Heart Development","ENSG00000070193"
"6216","Heart Development","ENSG00000141448"
"6217","Heart Development","ENSG00000136574"
"6218","Heart Development","ENSG00000112658"
"6219","Heart Development","ENSG00000164532"
"6220","Heart Development","ENSG00000141646"
"6221","Heart Development","ENSG00000164107"
"6222","Heart Development","ENSG00000101096"
"6223","Heart Development","ENSG00000081189"
"6224","Heart Development","ENSG00000184058"
"6226","Heart Development","ENSG00000125798"
"6227","Heart Development","ENSG00000125378"
"6228","Heart Development","ENSG00000125845"
"6229","Heart Development","ENSG00000183072"
"6230","Heart Development","ENSG00000164093"
"6231","Heart Development","ENSG00000112658"
"6232","Heart Development","ENSG00000072736"
"6233","Heart Development","ENSG00000089225"
"6234","Heart Development","ENSG00000089225"
"6235","Heart Development","ENSG00000113196"
"6236","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000154727"
"6237","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000104064"
"6238","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000005889"
"6239","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000139083"
"6240","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000141646"
"6241","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000127616"
"6242","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000130816"
"6243","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000100393"
"6244","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000005339"
"6245","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000088305"
"6246","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000119772"
"6247","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000171862"
"6248","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000122025"
"6249","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000100453"
"6250","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000171791"
"6251","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000171552"
"6252","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000143384"
"6253","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000132604"
"6254","Hematopoietic Stem Cell Gene Regulation by GABP alpha/beta Complex","ENSG00000149311"
"6263","Heme Biosynthesis","ENSG00000023330"
"6264","Hepatitis C and Hepatocellular Carcinoma","ENSG00000211589"
"6265","Hepatitis C and Hepatocellular Carcinoma","ENSG00000162998"
"6266","Hepatitis C and Hepatocellular Carcinoma","ENSG00000128567"
"6267","Hepatitis C and Hepatocellular Carcinoma","ENSG00000138119"
"6268","Hepatitis C and Hepatocellular Carcinoma","ENSG00000160712"
"6269","Hepatitis C and Hepatocellular Carcinoma","ENSG00000169429"
"6270","Hepatitis C and Hepatocellular Carcinoma","ENSG00000136244"
"6271","Hepatitis C and Hepatocellular Carcinoma","ENSG00000138795"
"6272","Hepatitis C and Hepatocellular Carcinoma","ENSG00000089685"
"6273","Hepatitis C and Hepatocellular Carcinoma","ENSG00000110092"
"6274","Hepatitis C and Hepatocellular Carcinoma","ENSG00000132906"
"6275","Hepatitis C and Hepatocellular Carcinoma","ENSG00000171552"
"6276","Hepatitis C and Hepatocellular Carcinoma","ENSG00000196611"
"6277","Hepatitis C and Hepatocellular Carcinoma","ENSG00000102882"
"6278","Hepatitis C and Hepatocellular Carcinoma","ENSG00000112715"
"6279","Hepatitis C and Hepatocellular Carcinoma","ENSG00000168610"
"6280","Hepatitis C and Hepatocellular Carcinoma","ENSG00000100644"
"6281","Hepatitis C and Hepatocellular Carcinoma","ENSG00000162434"
"6282","Hepatitis C and Hepatocellular Carcinoma","ENSG00000142208"
"6283","Hepatitis C and Hepatocellular Carcinoma","ENSG00000007968"
"6284","Hepatitis C and Hepatocellular Carcinoma","ENSG00000012048"
"6285","Hepatitis C and Hepatocellular Carcinoma","ENSG00000179295"
"6286","Hepatitis C and Hepatocellular Carcinoma","ENSG00000124762"
"6287","Hepatitis C and Hepatocellular Carcinoma","ENSG00000171848"
"6288","Hepatitis C and Hepatocellular Carcinoma","ENSG00000164305"
"6289","Hepatitis C and Hepatocellular Carcinoma","ENSG00000023445"
"6290","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207865"
"6291","Hepatitis C and Hepatocellular Carcinoma","ENSG00000163464"
"6292","Hepatitis C and Hepatocellular Carcinoma","ENSG00000177885"
"6293","Hepatitis C and Hepatocellular Carcinoma","ENSG00000115904"
"6294","Hepatitis C and Hepatocellular Carcinoma","ENSG00000154277"
"6295","Hepatitis C and Hepatocellular Carcinoma","ENSG00000141510"
"6296","Hepatitis C and Hepatocellular Carcinoma","ENSG00000134871"
"6297","Hepatitis C and Hepatocellular Carcinoma","ENSG00000109320"
"6298","Hepatitis C and Hepatocellular Carcinoma","ENSG00000110092"
"6299","Hepatitis C and Hepatocellular Carcinoma","ENSG00000073756"
"6300","Hepatitis C and Hepatocellular Carcinoma","ENSG00000026508"
"6301","Hepatitis C and Hepatocellular Carcinoma","ENSG00000085733"
"6302","Hepatitis C and Hepatocellular Carcinoma","ENSG00000160293"
"6303","Hepatitis C and Hepatocellular Carcinoma","ENSG00000136238"
"6304","Hepatitis C and Hepatocellular Carcinoma","ENSG00000112715"
"6305","Hepatitis C and Hepatocellular Carcinoma","ENSG00000112062"
"6306","Hepatitis C and Hepatocellular Carcinoma","ENSG00000166949"
"6307","Hepatitis C and Hepatocellular Carcinoma","ENSG00000136997"
"6308","Hepatitis C and Hepatocellular Carcinoma","ENSG00000117560"
"6309","Hepatitis C and Hepatocellular Carcinoma","ENSG00000105329"
"6310","Hepatitis C and Hepatocellular Carcinoma","ENSG00000135100"
"6311","Hepatitis C and Hepatocellular Carcinoma","ENSG00000136997"
"6312","Hepatitis C and Hepatocellular Carcinoma","ENSG00000177606"
"6313","Hepatitis C and Hepatocellular Carcinoma","ENSG00000110092"
"6314","Hepatitis C and Hepatocellular Carcinoma","ENSG00000136997"
"6315","Hepatitis C and Hepatocellular Carcinoma","ENSG00000136997"
"6316","Hepatitis C and Hepatocellular Carcinoma","ENSG00000132906"
"6317","Hepatitis C and Hepatocellular Carcinoma","ENSG00000165806"
"6318","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207865"
"6319","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207795"
"6320","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207865"
"6321","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207795"
"6322","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207865"
"6323","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207795"
"6324","Hepatitis C and Hepatocellular Carcinoma",""
"6325","Hepatitis C and Hepatocellular Carcinoma","ENSG00000209707"
"6326","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207968"
"6327","Hepatitis C and Hepatocellular Carcinoma","ENSG00000208034"
"6328","Hepatitis C and Hepatocellular Carcinoma","ENSG00000023445"
"6329","Hepatitis C and Hepatocellular Carcinoma","ENSG00000171552"
"6330","Hepatitis C and Hepatocellular Carcinoma","ENSG00000007171"
"6331","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207865"
"6332","Hepatitis C and Hepatocellular Carcinoma","ENSG00000107643"
"6333","Hepatitis C and Hepatocellular Carcinoma","ENSG00000177606"
"6334","Hepatitis C and Hepatocellular Carcinoma","ENSG00000110092"
"6335","Hepatitis C and Hepatocellular Carcinoma","ENSG00000169429"
"6336","Hepatitis C and Hepatocellular Carcinoma","ENSG00000196611"
"6337","Hepatitis C and Hepatocellular Carcinoma","ENSG00000141646"
"6338","Hepatitis C and Hepatocellular Carcinoma","ENSG00000124762"
"6339","Hepatitis C and Hepatocellular Carcinoma","ENSG00000106799"
"6340","Hepatitis C and Hepatocellular Carcinoma",""
"6341","Hepatitis C and Hepatocellular Carcinoma","ENSG00000209707"
"6342","Hepatitis C and Hepatocellular Carcinoma","ENSG00000211589"
"6343","Hepatitis C and Hepatocellular Carcinoma","ENSG00000207795"
"6344","Hepatitis C and Hepatocellular Carcinoma","ENSG00000117560"
"6345"," Hfe effect on hepcidin production","ENSG00000010704"
"6346"," Hfe effect on hepcidin production","ENSG00000187045"
"6347"," Hfe effect on hepcidin production","ENSG00000168509"
"6348"," Hfe effect on hepcidin production","ENSG00000105697"
"6349"," Hfe effect on hepcidin production","ENSG00000153162"
"6350"," Hfe effect on hepcidin production","ENSG00000101665"
"6351"," Hfe effect on hepcidin production","ENSG00000125968"
"6352"," Hfe effect on hepcidin production","ENSG00000010704"
"6353"," Hfe effect on hepcidin production","ENSG00000010704"
"6354","Histone Modifications","ENSG00000163041"
"6355","Histone Modifications","ENSG00000116539"
